Реестр образовательных программ и соответствующая им структура учебных групп факультета "АК" МГТУ им. Н.Э. Баумана
Кафедра "АК-1"
Группа | ОКСО | Специализация | Квалификация 
Э3-93 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-101 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 03 - Газотурбинные и паротурбинные установки тепловых и атомных электрических станций   | 65 - Инженер
Э3-102 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 01 - Авиационные газотурбинные двигатели | 65 - Инженер
Э3-103 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-111 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 03 - Газотурбинные и паротурбинные установки тепловых и атомных электрических станций   | 65 - Инженер
Э3-112 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 01 - Авиационные газотурбинные двигатели | 65 - Инженер
Э3-113 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Э3-121 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 03 - Газотурбинные и паротурбинные установки тепловых и атомных электрических станций   | 65 - Инженер
Э3-122 | 140503 - Газотурбинные, паротурбинные установки и двигатели | 01 - Авиационные газотурбинные двигатели | 65 - Инженер
Э3-123 | 140202 - Нетрадиционные и возобновляемые источники энергии | 00 -  | 65 - Инженер
Кафедра "Э-4"
Группа | ОКСО | Специализация | Квалификация 
Э4-11 | 160804 - Системы жизнеобеспечения и защиты ракетно-космических аппаратов | 02 - Системы термо-криостатирования космических аппаратов | 65 - Инженер
Э4-12 | 140504 - Холодильная, криогенная техника и кондиционирование | 01 - Холодильная техника и технологии | 65 - Инженер
Э4-13 | 140504 - Холодильная, криогенная техника и кондиционирование | 02 - Криогенная техника и технологии | 65 - Инженер
Э4-21 | 160804 - Системы жизнеобеспечения и защиты ракетно-космических аппаратов | 02 - Системы термо-криостатирования космических аппаратов | 65 - Инженер
